f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,label
0.17488534,-0.47699305,0.02920653,-0.23266263,-0.30573847,-1.42065929,-0.49332839,1.42806047,1.12066673,-0.51186580,0.26338622,1.04189024,-0.17617699,-1.44612641,-1.27646861,0.03117816,1.40831813,0.57962863,-1.28725143,-0.93191737,0.81396943,1.02431928,0.35308376,0.43326951,-1.41498765,0.98559078,0.86482562,-0.72289457,0.62603016,-0.85543618,-1.37900952,-0.89659037,-0.96411337,-0.48675601,-0.24465151,0.02561667,-0.06973837,-0.68797618,-1.41248799,0.31530487,-0.31276551,-0.60398353,1.10082313,0.74022992,1.07329665,-0.01505162,-1.10720624,0.58866431,-0.88177866,-0.17631099,-1.30499763,0.97592521,1.00000000
-0.58155040,-0.68511328,-1.12217808,1.20929252,1.09269181,-0.10625171,0.73310461,0.35833522,0.90922693,-0.20458470,0.85742545,-0.11262955,1.32289736,-0.04088370,-0.11214218,0.85521558,0.96473308,0.16346734,-0.96060656,-0.09672531,1.40421751,0.75895858,0.93348781,-1.40152350,-0.09642161,0.43986340,0.99009805,-1.35217904,1.05731666,0.14520281,-0.90805809,-0.54823435,-0.65421134,0.09257710,-1.34494296,-1.02439152,0.93807913,-1.10218803,-0.79981119,-0.13988818,0.05136266,0.79083144,-0.15800272,0.86959386,0.35503892,-1.16070078,-1.03100568,-0.18889882,-0.30933182,0.73063281,0.24221142,-0.33560076,0.00000000
0.50495102,-0.13996338,-0.98771915,-0.81948869,0.22650306,-0.22968359,0.04478253,-0.98796769,0.48871876,1.05761622,-0.72618148,-0.02545732,1.42658199,-0.50027478,0.28513903,-1.22941290,0.31804501,-1.23110468,1.37770631,0.64698796,0.86447936,0.61231308,0.26918711,-0.15026166,1.07512014,1.37050700,-0.00289148,1.29460515,0.24999873,0.11515256,-0.13655180,-0.87213672,-1.48884102,-0.77548132,0.02916951,-0.36012014,-0.15454432,1.44194466,-0.44918289,-0.14345118,-1.09945335,-1.35612680,0.82622854,0.21204953,0.78211442,-1.05041160,0.21548631,-0.73907258,-0.81581455,-1.46542196,-1.10897783,-0.57219567,1.00000000
-0.63660767,0.24493646,-1.14936372,1.45757532,-0.57410205,-1.10902816,-0.90275306,0.26310969,-1.30786943,1.08730239,1.38449904,-0.75975774,-0.14971419,-1.43359665,0.42213067,-0.25822183,-0.68982460,-0.87948867,0.46206923,-0.25134891,-0.96102213,0.56732724,0.19521685,1.07601616,-1.14757230,0.85699981,0.52055036,-1.15496719,0.58446219,-0.17535813,1.33495436,-1.07516595,0.42850017,-0.35405986,1.37044401,-0.51007531,1.38655773,1.20445755,-0.68885029,0.91062533,1.48681261,-0.74201099,-0.18966849,0.06054221,-0.61520659,-1.45420548,-0.83961227,-0.65418935,-0.16920090,-0.98669256,1.11976307,0.61473340,1.00000000
0.48997233,-0.35004858,-1.24439857,0.45027735,0.46096943,1.36866352,-1.49093739,-0.75620265,1.28337444,1.29640175,0.66175926,0.79728996,-1.22555113,0.04162750,-0.80525103,-0.95634587,0.93090990,-1.09488559,-0.09404509,1.31573472,-0.94250383,1.43398027,1.48286396,0.16685146,-0.98957178,-0.55168534,-0.22652150,-0.57202733,-0.65809326,1.41668913,-1.03990552,0.69998373,-1.49876913,0.28854801,1.24782901,-0.63619772,-0.94342207,0.45503938,0.63780422,0.56409156,-0.54204936,-0.74339279,1.36775640,1.26989852,-0.12805017,1.03858160,-0.14302957,-0.22683295,-1.02971116,-0.22078183,0.11225082,-1.43248702,1.00000000
-0.44927157,-0.15919841,-0.16766098,0.84406866,0.54013817,0.40547097,1.22866629,-1.44590397,0.17114276,0.86204655,0.12400615,-0.52831334,-1.09124830,1.16268922,-0.08771282,1.13434559,0.25755637,0.52257635,0.91278346,0.47746663,-0.30583548,0.04090015,0.90913657,-0.37904911,-0.33563563,-1.21292965,1.24375331,-1.22689106,0.44462753,-0.26041656,-0.28314183,0.53865551,-1.29871880,0.28111735,0.81609536,0.98463827,-0.98840883,1.19225715,0.46843828,1.14556440,-0.04415785,0.12610004,1.25711483,1.19972863,-0.15551738,-0.67676211,-0.32048870,-0.33670701,-0.63939938,-0.69426119,1.08318881,-1.29041424,1.00000000
-0.07481947,0.84087104,0.53283355,-0.98153985,-0.46648232,-1.31537090,-0.69007909,0.80526321,1.15504597,-0.83541854,-0.10935648,-0.08902786,1.12072592,0.78839716,0.03923166,0.51224160,1.04206516,-1.47138314,-0.29132991,1.22172950,0.72093909,0.12852412,0.08893358,-0.45668971,0.06156160,0.46614960,-0.24491088,0.64245944,1.08369668,-1.03594546,-0.14535893,-0.27593973,0.56239441,-0.75039760,0.42075274,1.13246773,-0.24560520,1.23304710,1.47949122,-1.18172385,-0.80084044,1.35113925,1.37498306,-1.20687817,-1.45500450,-1.01669993,1.48803835,-0.96000115,0.00764282,1.04525318,-1.43879517,0.31346695,0.00000000
-0.62897574,0.53161150,-0.66892365,1.08700475,-0.64961655,0.56026716,0.52265890,-0.83551935,-1.39560240,-0.27225128,-0.63242054,0.92693325,0.90109257,-0.12892814,0.31953668,0.31277855,0.98147445,-0.22499276,-0.67365996,-0.70489525,0.10857684,-0.15255539,-0.17963769,-1.22658798,0.65581122,-0.85878994,-0.90913911,-0.26172504,-0.81666498,0.25157480,-0.38560998,-0.15326483,0.11150796,-0.88939343,-1.03274513,1.14126571,-0.19882889,-0.26371917,-1.39316355,-0.00607109,0.16250916,0.17652261,0.62109351,-0.96755450,-0.74333060,0.93219140,1.34151185,-1.09220176,-0.00705134,-0.85747124,-1.31978049,-0.52348999,0.00000000
-0.38948069,0.13578242,-1.06893712,0.62979922,0.10117624,-1.06849659,-1.47227523,0.92447115,-0.97141678,0.31864993,-0.48923426,0.25645781,-0.55303912,-1.23918132,-0.83114997,-0.93582430,-0.21594194,0.47485135,-0.70858178,-1.46379019,0.05681209,0.31727847,1.38861148,0.26841241,-0.08648232,0.22020488,1.28370189,0.98513444,-0.53106380,-0.78823691,-0.71209916,0.01326312,0.73214835,0.00965762,-1.29661081,0.67074210,0.91791039,-0.63150640,0.49237722,-0.22022430,1.16735807,1.03567667,0.07629599,0.57451664,1.15004910,-0.01284897,-0.56024778,0.76099841,-0.83980124,-0.33440656,1.09718171,0.67326702,1.00000000
-0.39413265,-0.10174911,-0.28856698,-0.85576649,-0.43209483,-0.64768755,-0.97173214,0.72999874,-0.74379034,-0.13749759,-0.34242166,1.44623214,-0.32672327,-1.26005255,-1.23052274,0.27226116,0.29809066,-0.24372303,-0.20446892,-1.33820225,0.04963953,0.01421843,-1.05135204,-1.18848184,-1.12928253,-1.19691526,0.32912459,-0.91055204,-0.74570954,-0.97928357,1.37350591,1.06385239,-0.80851549,-0.51730112,-0.87032147,-0.02437212,-1.44116840,0.51410403,0.06947445,1.19591678,-1.00682195,0.91232774,0.87588304,-1.11845643,-0.30432233,-0.98954208,-0.73583850,-0.71026148,0.16870918,-0.26576720,1.34319841,-1.12088957,1.00000000
-0.36676233,0.28254813,1.42107640,-0.80808408,0.81862181,-0.48309022,-1.07075581,1.07366756,-0.57341730,0.47656621,0.19933106,-0.08473107,-0.01254158,0.69671374,-1.23668126,0.50454199,1.18743630,-1.32663541,-1.07803998,0.64989581,-0.18815506,-0.28935414,-1.08910010,0.02031012,-1.12036407,-0.07013863,0.79084590,-0.72520693,-0.05764150,1.47604791,0.55995127,1.02407031,-0.25545718,0.80358277,-1.37847248,-1.13126645,-0.89078822,-0.29414423,1.03723463,-0.46120185,0.46386358,0.62794288,0.25854706,-0.42827410,0.23116003,-0.47320322,-1.24837878,1.47841193,-1.11845264,-1.28295485,1.13559225,-0.59449602,1.00000000
0.08157676,-0.92550608,0.45089092,-0.51298281,-0.32563719,-0.71366108,-0.47086798,-0.26789880,0.66124821,0.03460858,1.33069565,-1.37435882,0.00920497,0.25267437,1.26059096,-1.35252443,0.22049875,1.06088979,-0.77421682,1.12887705,-1.44286977,0.69736389,1.29933966,0.47159298,-0.18291227,-1.36535695,1.26034144,-0.08911133,-1.41300977,0.56946321,-0.05448824,-1.12696405,-0.85718457,-1.30652796,0.22288062,0.36608844,0.01722690,0.95130640,1.08302646,0.34687319,-1.46173056,0.58568897,-0.24600235,0.19667245,0.44724181,-0.44929016,1.25129552,-1.09807540,0.51453542,-1.48692126,1.27395332,-1.16248760,0.00000000
-1.01061743,-0.17445983,-1.21534731,-0.50097710,-0.37930114,-0.85709978,0.25536498,-0.17125771,-1.39747323,-0.54104381,0.93129874,0.56910460,0.67461256,0.59435077,-0.56708094,-1.20100823,-0.68259845,0.99535590,1.44141239,-0.01845896,-1.47089894,-1.07986556,-0.53375827,0.23575605,-1.27471906,1.33007190,-0.40474898,1.23775265,0.84156541,0.76631182,0.32015874,0.38035145,0.41400971,0.38616416,0.16118469,1.45924206,0.69687170,0.83083917,1.11738845,-0.85308071,-1.24858752,-0.05131669,0.04224209,0.98754534,-0.16864926,0.21255908,0.08121282,-1.38539165,0.34564469,0.98412986,-1.02749836,0.28299520,0.00000000
0.83715605,0.50136502,0.28083163,-1.00744511,-1.12960928,1.44015583,-0.31884249,-0.81773481,-0.98602637,0.50280514,0.32833589,0.43065637,-1.23598192,1.18060375,-0.33220081,-0.55989178,-0.11291566,-0.32980180,1.09073101,1.28778293,-0.58964035,1.09180742,0.84456939,1.29242302,-0.76274906,0.23087745,-0.67636625,0.97228347,-1.48402743,0.19445749,-0.48238971,-0.53194888,0.43471897,1.05445335,0.32758617,1.05951894,-0.70620866,0.05850556,-0.14839038,-1.46506530,0.17043643,0.48457297,0.27574321,0.70883970,0.21401859,-1.29974924,-1.15066343,0.28942373,-0.67506242,-1.26106461,-0.21119177,0.16296779,0.00000000
0.12123849,-0.25961730,-0.51376203,0.66130111,0.43131182,-0.50154492,0.76461759,0.44608513,0.41233614,0.16028310,-1.46583100,0.58952155,-0.37187463,1.32782913,0.95395431,0.26308341,-0.74345405,-0.88884782,-0.47884549,-0.07029617,-0.61180347,0.04478849,-1.00388872,1.43313844,-1.17622634,1.29583242,1.24073403,0.07608145,0.67473082,-0.19185511,0.39010373,-0.47827219,-0.59652294,0.23468936,-0.00561098,0.23860911,-0.64001826,-0.39912650,-1.24830612,-1.34317088,-0.73962861,-1.27725942,-1.18867587,0.93878522,-1.38337891,0.47682838,-0.68232675,1.11463704,-0.04502315,-0.58327062,0.05291681,-0.35412594,1.00000000
0.80757202,0.65583310,0.19290319,-1.15640140,1.49097151,-0.22333237,-0.45530808,0.63062954,-0.40830178,0.99982292,-0.13718783,0.65867524,-1.17764035,1.03835756,0.70715396,-0.86484966,-1.06414197,-0.55112295,1.42821176,-0.72950528,-0.13161837,-1.40993932,-0.30831741,0.21396005,1.35937384,0.05020813,0.95732198,0.14138293,-1.37764496,-0.55497517,0.22664852,1.35178190,1.07739108,-0.81493316,-0.83967051,-0.89648110,1.26749669,1.05799846,0.82465030,-0.32179466,0.01314211,-0.10700477,-0.73980568,0.01508414,-1.40851036,-1.10456888,1.15976879,0.75503930,-0.23139477,0.05145109,-0.39000334,0.72233960,0.00000000
0.66964065,-0.78897448,0.85256154,0.78985557,0.66783517,-0.88648698,-0.48609006,-0.09046370,-0.50762103,0.76482060,-0.51193943,-1.08530374,-0.30287864,1.43974330,-0.82235576,0.33647598,-0.20108085,-1.28692630,-0.03637018,0.60649299,0.03965993,1.11631819,-0.63318895,-1.24125249,1.30969683,-0.36541095,0.22921665,0.87600938,-0.52705901,0.64849361,-1.09374345,-0.62611876,-1.06586809,0.93369168,-0.83205229,0.65221067,1.32989519,0.08331663,0.12008758,-0.11689930,-0.52232957,-0.07303491,0.30842260,1.45797472,1.31329368,1.08645887,1.16739161,-0.09645245,0.47233298,1.18520017,-0.32114771,1.38528744,0.00000000
-0.04681844,-0.52711425,-0.25264181,0.30324800,0.62941414,1.35177604,-0.76615118,0.73839293,0.06244676,-0.69432858,0.82982052,0.15666684,0.48292146,-0.53129679,-0.05617814,0.35206275,-0.28526756,-0.90488238,1.38492148,0.03440262,0.70176111,-0.26685842,-0.43460471,-0.27850710,-0.27241007,0.13254035,0.13040961,-0.00853855,-1.09564265,-0.01177356,-0.99268830,-1.12159264,1.29793715,0.31485004,0.47847017,-0.29461899,1.22694268,0.41379147,0.80750961,-0.39431259,1.38003564,0.96138387,1.06184539,-0.98341720,-0.68711038,-0.64312020,-0.68727233,1.06622449,-1.40434561,-1.27170003,-0.67825539,-0.90038108,1.00000000
-0.07148810,-0.44188613,-0.80442116,0.89382957,0.18937978,-1.48268802,-0.21203170,-0.27634522,-1.15816419,0.52842537,0.60629157,0.66267966,0.68541284,-1.49984152,1.36176241,0.94262630,1.21194509,-1.45307011,1.30157639,0.92936559,1.01165743,-1.22013785,0.71633409,1.37975007,0.53564202,0.21168421,1.33688903,-0.17118863,0.29788070,-0.07098512,1.29853866,-1.27174582,0.00335910,0.56085732,0.87571962,0.24905594,1.22675323,1.32597434,-1.30704233,-0.29288838,-1.42962293,-0.51175003,0.11060465,1.23238479,1.03966297,-1.11750082,-1.22090888,0.26780202,0.09635392,-0.70086708,1.19835925,1.28209923,1.00000000
0.38643612,-0.85657550,-0.29216568,1.17090767,-0.34815332,0.71045050,-0.07217335,-1.13225053,1.28380260,-0.13771022,0.70346112,-0.39847856,-1.44335736,-1.19840892,-0.01134156,0.56989307,-0.49579402,0.58646538,0.59590677,0.61180772,-0.02243444,1.24465845,-0.03241045,-0.14920442,-0.90185754,-0.57703474,-1.37299652,0.40060588,-0.75439277,-0.58753424,0.81244356,-0.51833645,-0.77341232,-0.99282675,0.82457521,-1.11088123,-0.13873872,0.02079035,0.56216974,0.39985045,0.93216202,-1.36574570,-0.61067783,-0.65959764,-1.06194928,-0.63246524,-0.57070406,0.06565339,0.49111344,-0.35669846,0.65841069,-0.49150398,0.00000000
0.09603008,0.49740772,-0.62914897,0.12356417,-1.42885092,-1.26063263,-0.24609137,1.32873813,0.66453534,-1.23562029,1.03895404,0.69690231,0.33283958,0.96087888,-0.28767046,-0.83549685,0.03607017,0.14652527,0.11497912,0.19522137,1.34611475,1.20673687,1.12715111,0.90425043,1.33028432,-1.20451607,-0.70463022,-0.01483216,1.03960348,0.01549713,0.74410422,-1.08312028,-0.74275856,0.69532829,-1.00579797,-0.44593220,-0.70540123,-0.45041492,0.62497215,-0.39645846,0.16578997,-1.20020437,0.91505308,-0.39033412,0.44560248,0.67616880,-0.87101723,1.15402495,0.34867275,-0.21382457,-0.95299445,1.32690281,1.00000000
-0.39047126,-0.16246841,0.76520461,-0.87592631,-0.48686768,0.92902277,0.58703299,0.79735288,-0.17639669,0.64942879,-0.34051883,-0.86621125,0.39803110,1.42804178,-0.56819709,-0.11709122,0.52200411,0.12451885,1.03028339,0.78522812,-1.32510839,1.49526370,0.75720736,1.09170995,0.45359314,1.06885538,-1.16285108,-0.45678649,1.12926283,-0.89503437,-1.26527370,0.86435682,1.00645847,-1.01204335,1.06303795,0.56030339,0.06024805,0.99075058,-0.24225225,-0.91801813,-0.64544197,0.01549205,0.09399238,0.91674248,0.87405817,0.24409967,0.84235645,-0.92467963,-1.34980642,1.12090147,-1.27333652,-0.75993471,1.00000000
-0.07956172,-1.06572268,0.58595685,-0.27165619,1.12894191,-0.60606062,-1.46438596,-0.59803308,0.23422515,-0.37218487,0.10461827,1.12979436,1.23745516,-0.70207781,-0.11357858,0.14743205,1.34733737,1.49585196,-0.79377825,0.68093961,-0.36590681,-1.47567541,-1.47224243,-0.11830198,-0.03499526,-1.43229091,0.56078225,-0.61798983,0.17967930,-0.59724278,-0.99859706,-0.27847878,-0.80317991,0.10440293,-0.90351441,0.02521793,-1.02786446,0.51292413,0.76181305,-1.16881730,-0.09659276,-1.28738490,0.29454734,-0.70678711,0.08287337,0.05238303,1.27306304,0.14724967,0.24899544,-0.29504062,1.34723881,0.83155773,0.00000000
0.05372800,0.50953956,-0.64378413,1.03262876,-0.20281092,0.98600143,0.96866420,-0.93338944,0.60342339,-0.62807109,-0.60752199,-0.61095577,0.67670474,-0.81052187,-1.49728249,0.64571056,-0.98644577,-1.18655281,-0.78745164,-0.36029843,-0.07228102,-1.36628988,1.41172000,0.64818916,-0.53041780,-0.54390823,-0.15437235,0.37873447,-1.06088080,-0.93321056,1.07830375,-0.73123523,-0.35941501,1.11381555,0.48944349,-0.47486436,0.55109864,-1.44095035,0.70692798,-0.03895188,0.93954644,1.36391296,1.27736565,1.22779513,0.03650987,-0.41957366,-0.10489403,0.56968801,1.15199333,-0.87904109,1.25457948,0.94554070,1.00000000
0.79013297,-0.73976305,1.43656805,1.14075532,-0.66018801,-1.18213227,-1.16327678,-0.62633004,0.34255117,0.91296098,1.19775092,0.37126015,-1.48310606,-0.94104967,-1.20082139,-0.41002657,0.00405298,-1.36980846,-0.45456607,-0.96246098,0.44121050,-0.10718289,-0.01404706,-0.21692464,1.36805913,-0.85579462,0.04999278,0.70805211,0.17053324,1.28706266,-0.36609493,-0.10897258,-1.23443305,0.32699733,-0.63536409,-1.01907288,0.13359388,0.09693079,-1.27238508,0.59464636,0.37131657,-0.93294815,-0.09169541,0.66096875,0.08830722,-0.31353277,-0.53298463,0.33118160,1.31732609,0.51523452,-1.27576229,-0.11794508,0.00000000
-0.77989788,-0.49697687,1.17247239,-1.21661272,1.46662714,1.34720818,-1.26517656,1.30023996,-0.41060223,1.03412750,-0.24484999,-0.17743466,0.40272927,0.82343226,-1.39863255,0.27946799,-0.93980102,-0.46215145,-0.45609400,-0.09281898,-0.49759076,-1.17791664,-1.06311378,-1.39968604,-0.08925274,1.36334308,-1.15297433,1.33879348,0.70008454,0.41249641,0.43583327,0.98018295,-1.17924041,0.01426297,0.59127341,0.26046134,0.99833721,-1.28318487,0.57210312,0.10208319,-0.36251741,-0.47917505,0.36249790,1.17298612,-0.01147222,0.97416949,-0.29353085,-1.19281661,-1.31548279,-1.34599689,-0.35954957,-0.48828675,0.00000000
0.86531041,-0.35329047,0.65381107,0.72846450,-1.34743809,-0.83663021,-0.67721445,0.14283595,-1.06645433,-1.09817634,1.33136667,0.91260872,-0.95803529,-0.28029658,-0.43313400,0.87301222,0.03063875,-1.11645079,0.71697619,-0.30933607,-0.71122726,-0.37350413,-0.00673031,-0.47065345,-0.77428268,-0.30449391,-1.44248127,0.81749354,-0.98716532,-1.36828616,0.46109608,0.82180839,0.94148739,-0.01947245,-0.88389545,0.71168303,0.59913923,-0.76118780,1.21022327,-1.18688563,1.44806472,1.08074343,0.56369594,1.31624966,0.66693350,-0.92862901,-0.17353159,-1.28549093,-0.33102773,0.72480906,-0.34066995,-0.50911747,0.00000000
0.33582013,0.34620052,0.28606717,1.11661359,-1.35725042,-0.34358870,-1.02527777,0.58606275,-1.18282632,0.49442328,-0.64145739,-0.90324956,1.30905767,-1.44442627,-0.18666818,-1.43511902,-0.04922086,0.00314213,-0.53501259,-1.10351467,-0.37083739,0.51678882,0.84718743,0.09225181,0.26950318,-0.89815089,-0.63800900,-1.01431317,-0.75211395,-0.82533966,0.05834636,0.18806627,1.33484226,-0.91328806,0.42502713,0.95177781,0.18072439,-0.73498904,-0.71234931,-1.38224084,-0.58366732,0.73381104,-1.35744673,-0.84211415,0.61869750,0.84795469,-0.13404477,0.59422302,-0.33614349,-1.02026026,-0.30555152,0.23990346,1.00000000
-0.20100310,0.31639966,1.34415985,-1.29374714,0.02218228,-0.51324067,0.02493508,-1.42807366,-0.56092394,0.95960444,0.16182520,-0.14825252,-0.64342478,-0.60587243,-0.35069570,1.00671213,1.40163962,-0.18403386,-0.31994148,1.03965233,-0.21928404,0.15605452,-0.80717501,0.73050761,0.09596495,0.92710365,0.84219819,-0.85498570,0.64690665,0.90016322,-0.46167828,-0.98217266,-1.49210353,-0.14728904,-0.44270181,0.16472950,-0.93587672,1.07899664,-0.72673435,-0.82071118,-0.05785783,-0.00344693,-0.85474431,-0.68441782,-0.99088428,0.65538053,0.81026709,-0.11301451,0.64226107,0.70780618,-1.08517342,1.39853407,1.00000000
0.26611337,0.28858234,0.96309584,-0.88654962,-0.94150489,-1.12301656,-1.08486431,0.74448540,-0.09103723,0.84880252,0.73876468,0.31383814,0.55909982,-1.44493283,-0.56466706,0.41346654,-1.47196514,-1.40106917,1.05566395,0.55207459,-0.70389080,0.56388852,0.87737001,-0.57961715,-1.39188787,1.29833737,-0.46446049,-1.18055471,-0.02442939,0.80540339,-0.83505806,-0.69152985,-0.77185504,1.47501916,-0.90778880,0.22656065,1.27579392,-1.05931029,1.41256259,1.34243170,1.15371596,-0.85633044,0.40216517,0.78267442,1.45808378,-0.95872853,0.79807770,-0.48359649,-0.97312060,-0.23586918,0.88150774,-0.10545059,1.00000000
-0.52293676,-0.32014157,0.11256930,1.48547823,-0.30267210,0.34620226,-0.40426740,-0.32164306,0.58692226,1.31366093,0.12707685,0.80519979,-1.23238032,-0.86652589,0.00639492,-1.43996483,-0.74143506,0.05220387,-1.45511641,-0.70636114,0.04209246,0.21944774,1.27725508,0.43603687,-0.25579259,1.29105353,0.85464895,-0.89997324,-1.10747292,0.52743491,0.17964950,0.86902084,0.71641515,0.37563460,1.45914651,0.10076919,-1.16068273,0.98482069,-0.74443991,0.83190644,1.37132129,0.59038654,0.28809048,-0.11884147,-0.40677040,-0.44098575,0.40911812,0.75381935,0.53555121,-0.90476970,-0.01803846,0.87492022,1.00000000
0.56008917,0.77406135,-0.07288777,0.10986984,0.81340814,0.48379592,-0.27196524,1.18623813,-1.01229879,1.48654935,-1.14344226,-1.45515009,1.17005670,-0.76513947,0.68909888,0.93304612,1.07695917,1.47478271,-0.61788087,0.63073003,-1.15380043,-0.27957213,1.04391508,-0.39702586,0.27328614,0.01132033,0.43785459,1.41868317,-1.33279342,0.22188455,1.08908634,-0.05585186,-1.26441844,0.18161806,-0.50377833,-1.03517464,1.04710354,0.06479854,1.29982924,0.91804951,0.57891538,-1.48492349,-0.21652963,-0.90754116,1.23239373,-0.97624805,-0.64181985,0.05051030,-0.70990914,-0.87040597,0.29729798,-1.23321143,0.00000000
-0.08140543,-1.00328244,-1.32549672,-0.38326411,0.66199336,0.16442027,-0.23137059,0.19725469,-0.40364555,1.30843901,-1.33528533,0.52017444,1.17384799,0.91165413,-0.94787690,-0.61222095,0.65114382,-1.24718832,0.93558510,0.65672083,0.68881995,-1.19927589,0.65328163,0.53945438,0.99276747,-1.37521213,-1.43066799,-0.38097870,-1.05363515,0.17515343,1.25204670,-0.32556081,1.03485113,-1.49927738,-0.99445607,-1.40872938,-0.51555846,1.22456879,-1.20914363,0.31922933,-0.14551218,1.31540464,-1.13244257,-0.86391645,-1.41137409,-0.19819425,-0.66650130,1.10971780,0.31482244,0.34227221,0.09573209,-1.22444899,0.00000000
-0.43999079,0.30419045,-0.16494395,1.49851557,1.00568787,1.18037716,0.96967908,-1.19087492,-0.81765524,-1.49063505,-0.58946963,-1.17417779,-0.08161996,0.53138247,1.12351589,0.74765150,1.31575679,-1.33830513,-1.46346049,0.48401434,-0.63194277,-0.73949695,-0.50733874,-0.69061183,0.03430922,-0.17955466,0.03728565,0.51814083,-0.33860847,-0.74607694,-1.00139839,-0.45157764,0.72541943,0.77011473,0.50071616,-0.79791547,0.26425874,0.21206898,-0.04720141,0.14993696,-0.02462810,0.19636910,0.64651786,-1.17111542,0.74887726,-1.09234155,-1.30011600,1.42823906,1.37097531,-1.31869037,-0.17023968,-0.94126519,1.00000000
0.30437786,-0.78907470,-0.04396531,0.99053173,1.35183532,0.40275796,-0.43828300,0.30997670,-0.56399608,1.22947092,1.11120139,0.17469525,-0.52560325,-0.61983097,-1.39974602,0.94746255,-0.14885036,-0.52460121,-0.08666894,0.95621397,-1.12615738,1.07296796,1.19252651,1.34012375,-0.30753602,-0.84857879,-0.37907754,-0.50126371,-0.97153826,0.32180001,-0.07012752,1.09710298,-1.40367126,0.43160378,0.78884664,0.77845971,1.15822190,0.68710123,1.28343018,-0.50203020,0.00962825,-1.45776101,-1.47912724,-0.77962014,-1.19757841,-0.71936590,-0.96887012,-1.41443993,1.22791244,-1.47533061,0.70824643,-1.04355634,0.00000000
0.83980708,-0.23891978,1.23668887,1.17838782,0.46170344,0.51670245,-1.48398257,1.45461470,1.13349781,1.18531868,0.47773361,-0.46563921,1.18094595,-0.62544922,0.18813463,-1.20080708,1.26586689,-1.07768863,-0.82530958,0.17440247,0.79227900,0.35805392,-0.80359826,-1.49717087,0.77145174,1.45562198,0.92973936,-0.11938015,1.21130178,-0.27045698,0.07480225,-0.06861070,-0.15712838,0.82557231,0.08030672,-0.54984863,-0.72552550,-1.38675805,0.24958549,-0.81011575,-1.05559823,0.46148989,0.54362777,0.75646468,0.01073069,1.18216382,1.30902826,0.92211282,0.40678045,-0.58883714,1.44883476,-0.67759150,0.00000000
-0.41555361,0.32485158,-0.89202923,-0.17353766,-1.32947829,1.43548339,0.26530067,0.17085627,0.46738884,-0.00892906,-1.40380945,0.33693387,0.64852163,-0.24975282,0.77188672,-0.81899610,-0.83617023,-1.01574904,-0.38401572,1.04103611,0.98373619,-0.35152738,0.26735621,0.66244895,-0.77637968,-0.99557674,1.41628798,0.35267194,1.44424717,-0.48673204,0.60909510,-0.83218909,-0.71639949,0.03570636,-0.54114562,-0.99713531,-0.71135789,-1.39275482,0.61327086,-0.02365003,-1.21727080,-0.98491802,-1.19239639,0.33777842,-1.21736891,0.76284700,-1.43846724,-0.75187264,1.17200003,0.65559395,-1.28109500,0.96337831,1.00000000
-0.28011385,0.79649428,-0.02089464,1.04034908,0.30221932,0.54549910,1.48050468,-0.80299336,0.37183672,-0.11903583,-1.38164414,-1.45658808,-1.14231427,0.44727522,0.20148926,0.16028868,-1.40442971,-0.09209101,1.27386845,-0.30722439,0.37476741,0.83945603,0.85177584,0.05784025,1.07385584,-0.32586572,1.16607964,-0.77931850,-0.65935078,-1.34063813,0.88674551,-0.24883429,-0.81265016,-0.80462917,1.20419982,1.00174980,0.16059266,0.34833240,-0.07702329,-0.32500037,1.24643064,-1.12316189,-0.24465963,-0.46631428,-0.00554784,-0.12710438,0.05666859,-1.08024307,0.03942450,-0.77274356,-0.94700595,-1.30549734,0.00000000
-0.89122295,-0.35816306,0.78795768,-0.21767424,0.37993105,0.68278003,0.53795000,-0.08849784,-0.33630441,-0.37212027,0.42014639,-0.01561694,1.04739674,1.12410595,-0.98831887,-1.09129905,0.39120278,-0.59632276,-1.44428784,1.16592801,-0.81929770,1.28784196,0.65230335,0.78796047,-0.89561551,-0.79741672,0.06380326,-0.98370044,-0.58370492,-0.53561257,-1.02111020,-0.88445150,0.86565553,-0.99841244,-1.41462782,0.38806483,1.42794936,-0.50635856,-1.14403289,0.21116198,1.21906263,0.85218534,0.36754761,-0.55483051,0.12564052,-1.22626548,0.53683627,0.67528806,1.39509487,-0.71880792,-1.44463074,0.13682539,0.00000000
0.43336660,-1.11880157,0.62037151,0.87122243,-0.91878320,-0.71474139,0.03777278,-0.50819757,1.08153446,-0.07871954,0.89873593,0.24185928,0.81927042,-0.50198104,0.99424987,-0.67628305,0.13829642,-0.85797866,-0.07342044,-0.54547437,-0.69988971,1.40095505,-1.01977768,0.86197751,1.45249488,-1.44029555,0.59708224,-0.74126458,-1.37853653,-0.29133126,1.30565343,-1.46470472,0.26365708,0.00418944,1.12015249,-1.24799486,0.54457809,0.54032910,0.50724005,1.32700348,0.96926259,-1.37408182,-0.08675145,-0.30614083,-0.56955834,-0.14598982,-0.34741745,-0.20299830,1.43778560,-1.23410108,1.26669261,-0.05928986,0.00000000
